Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Team,Start Date,End Date
SW Billings,3,3.0,0.0,183.0,118.0,61.0,196.0,93.36,1.0,1.0,0.0,18.0,4.0,England,2020-09-01,2020-10-01
CR Woakes,3,3.0,1.0,89.0,53.0,44.5,89.0,100.0,0.0,1.0,0.0,11.0,0.0,England,2020-09-01,2020-10-01
EJG Morgan,3,3.0,0.0,88.0,42.0,29.33,98.0,89.79,0.0,0.0,0.0,11.0,1.0,England,2020-09-01,2020-10-01
TK Curran,2,2.0,0.0,56.0,37.0,28.0,58.0,96.55,0.0,0.0,0.0,5.0,1.0,England,2020-09-01,2020-10-01
AU Rashid,3,3.0,2.0,51.0,35.0,51.0,40.0,127.5,0.0,0.0,0.0,3.0,2.0,England,2020-09-01,2020-10-01
JE Root,3,3.0,0.0,40.0,39.0,13.33,85.0,47.05,0.0,0.0,1.0,4.0,1.0,England,2020-09-01,2020-10-01
JJ Roy,3,3.0,0.0,24.0,21.0,8.0,35.0,68.57,0.0,0.0,1.0,4.0,0.0,England,2020-09-01,2020-10-01
JC Archer,3,2.0,2.0,14.0,8.0,0.0,12.0,116.66,0.0,0.0,0.0,1.0,0.0,England,2020-09-01,2020-10-01
JC Buttler,3,3.0,0.0,12.0,8.0,4.0,31.0,38.7,0.0,0.0,0.0,0.0,0.0,England,2020-09-01,2020-10-01
MM Ali,1,1.0,0.0,6.0,6.0,6.0,13.0,46.15,0.0,0.0,0.0,0.0,0.0,England,2020-09-01,2020-10-01
SM Curran,1,1.0,0.0,1.0,1.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,England,2020-09-01,2020-10-01
MA Wood,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England,2020-09-01,2020-10-01
GJ Maxwell,3,3.0,0.0,186.0,108.0,62.0,157.0,118.47,1.0,1.0,0.0,8.0,11.0,Australia,2020-09-01,2020-10-01
AT Carey,3,3.0,0.0,152.0,106.0,50.66,165.0,92.12,1.0,0.0,0.0,10.0,2.0,Australia,2020-09-01,2020-10-01
AJ Finch,3,3.0,0.0,101.0,73.0,33.66,139.0,72.66,0.0,1.0,0.0,13.0,1.0,Australia,2020-09-01,2020-10-01
M Labuschagne,3,3.0,0.0,89.0,48.0,29.66,120.0,74.16,0.0,0.0,0.0,5.0,0.0,Australia,2020-09-01,2020-10-01
MR Marsh,3,3.0,0.0,76.0,73.0,25.33,114.0,66.66,0.0,1.0,0.0,6.0,0.0,Australia,2020-09-01,2020-10-01
MP Stoinis,3,3.0,0.0,56.0,43.0,18.66,55.0,101.81,0.0,0.0,0.0,7.0,1.0,Australia,2020-09-01,2020-10-01
DA Warner,3,3.0,0.0,36.0,24.0,12.0,57.0,63.15,0.0,0.0,0.0,3.0,0.0,Australia,2020-09-01,2020-10-01
MA Starc,3,3.0,2.0,30.0,19.0,30.0,16.0,187.5,0.0,0.0,1.0,2.0,2.0,Australia,2020-09-01,2020-10-01
PJ Cummins,3,3.0,1.0,24.0,11.0,12.0,31.0,77.41,0.0,0.0,0.0,1.0,1.0,Australia,2020-09-01,2020-10-01
JR Hazlewood,3,2.0,2.0,7.0,7.0,0.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,Australia,2020-09-01,2020-10-01
A Zampa,3,2.0,0.0,7.0,5.0,3.5,28.0,25.0,0.0,0.0,0.0,0.0,0.0,Australia,2020-09-01,2020-10-01
Imam-ul-Haq,2,2.0,0.0,107.0,58.0,53.5,136.0,78.67,0.0,1.0,0.0,11.0,0.0,Pakistan,2020-10-01,2020-11-01
Babar Azam,2,2.0,1.0,96.0,77.0,96.0,92.0,104.34,0.0,1.0,0.0,10.0,2.0,Pakistan,2020-10-01,2020-11-01
Haris Sohail,1,1.0,0.0,71.0,71.0,71.0,82.0,86.58,0.0,1.0,0.0,6.0,2.0,Pakistan,2020-10-01,2020-11-01
Abid Ali,2,2.0,0.0,43.0,22.0,21.5,54.0,79.62,0.0,0.0,0.0,9.0,0.0,Pakistan,2020-10-01,2020-11-01
Imad Wasim,2,1.0,1.0,34.0,34.0,0.0,26.0,130.76,0.0,0.0,0.0,1.0,2.0,Pakistan,2020-10-01,2020-11-01
Haider Ali,1,1.0,0.0,29.0,29.0,29.0,24.0,120.83,0.0,0.0,0.0,1.0,2.0,Pakistan,2020-10-01,2020-11-01
Iftikhar Ahmed,2,2.0,1.0,28.0,16.0,28.0,38.0,73.68,0.0,0.0,0.0,1.0,1.0,Pakistan,2020-10-01,2020-11-01
Faheem Ashraf,2,1.0,0.0,23.0,23.0,23.0,16.0,143.75,0.0,0.0,0.0,3.0,0.0,Pakistan,2020-10-01,2020-11-01
Mohammad Rizwan,2,2.0,0.0,15.0,14.0,7.5,34.0,44.11,0.0,0.0,0.0,0.0,0.0,Pakistan,2020-10-01,2020-11-01
Shaheen Shah Afridi,2,1.0,1.0,8.0,8.0,0.0,5.0,160.0,0.0,0.0,0.0,1.0,0.0,Pakistan,2020-10-01,2020-11-01
Wahab Riaz,1,1.0,0.0,8.0,8.0,8.0,6.0,133.33,0.0,0.0,0.0,1.0,0.0,Pakistan,2020-10-01,2020-11-01
Haris Rauf,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2020-10-01,2020-11-01
Muhammad Musa,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2020-10-01,2020-11-01
HH Pandya,2,2.0,0.0,118.0,90.0,59.0,107.0,110.28,0.0,1.0,0.0,8.0,5.0,India,2020-11-01,2020-12-01
V Kohli,2,2.0,0.0,110.0,89.0,55.0,108.0,101.85,0.0,1.0,0.0,9.0,3.0,India,2020-11-01,2020-12-01
S Dhawan,2,2.0,0.0,104.0,74.0,52.0,109.0,95.41,0.0,1.0,0.0,15.0,0.0,India,2020-11-01,2020-12-01
KL Rahul,2,2.0,0.0,88.0,76.0,44.0,81.0,108.64,0.0,1.0,0.0,5.0,5.0,India,2020-11-01,2020-12-01
MA Agarwal,2,2.0,0.0,50.0,28.0,25.0,44.0,113.63,0.0,0.0,0.0,6.0,1.0,India,2020-11-01,2020-12-01
RA Jadeja,2,2.0,0.0,49.0,25.0,24.5,48.0,102.08,0.0,0.0,0.0,1.0,3.0,India,2020-11-01,2020-12-01
SS Iyer,2,2.0,0.0,40.0,38.0,20.0,38.0,105.26,0.0,0.0,0.0,5.0,0.0,India,2020-11-01,2020-12-01
NA Saini,2,2.0,2.0,39.0,29.0,0.0,45.0,86.66,0.0,0.0,0.0,2.0,1.0,India,2020-11-01,2020-12-01
Mohammed Shami,2,2.0,0.0,14.0,13.0,7.0,14.0,100.0,0.0,0.0,0.0,1.0,1.0,India,2020-11-01,2020-12-01
YS Chahal,2,1.0,1.0,4.0,4.0,0.0,6.0,66.66,0.0,0.0,0.0,0.0,0.0,India,2020-11-01,2020-12-01
JJ Bumrah,2,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,India,2020-11-01,2020-12-01
Babar Azam,2,2.0,1.0,202.0,125.0,202.0,199.0,101.5,1.0,1.0,0.0,20.0,3.0,Pakistan,2020-11-01,2020-12-01
Imam-ul-Haq,2,2.0,0.0,53.0,49.0,26.5,64.0,82.81,0.0,0.0,0.0,6.0,0.0,Pakistan,2020-11-01,2020-12-01
Wahab Riaz,1,1.0,0.0,52.0,52.0,52.0,56.0,92.85,0.0,1.0,0.0,3.0,3.0,Pakistan,2020-11-01,2020-12-01
Haider Ali,2,2.0,0.0,42.0,29.0,21.0,33.0,127.27,0.0,0.0,0.0,4.0,2.0,Pakistan,2020-11-01,2020-12-01
Iftikhar Ahmed,2,2.0,1.0,34.0,18.0,34.0,45.0,75.55,0.0,0.0,0.0,3.0,0.0,Pakistan,2020-11-01,2020-12-01
Khushdil Shah,1,1.0,0.0,33.0,33.0,33.0,48.0,68.75,0.0,0.0,0.0,4.0,0.0,Pakistan,2020-11-01,2020-12-01
Abid Ali,1,1.0,0.0,22.0,22.0,22.0,24.0,91.66,0.0,0.0,0.0,4.0,0.0,Pakistan,2020-11-01,2020-12-01
Mohammad Rizwan,2,2.0,0.0,11.0,10.0,5.5,31.0,35.48,0.0,0.0,0.0,0.0,0.0,Pakistan,2020-11-01,2020-12-01
Muhammad Musa,2,1.0,1.0,9.0,9.0,0.0,3.0,300.0,0.0,0.0,0.0,2.0,0.0,Pakistan,2020-11-01,2020-12-01
Mohammad Hasnain,1,1.0,1.0,3.0,3.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2020-11-01,2020-12-01
Fakhar Zaman,1,1.0,0.0,2.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2020-11-01,2020-12-01
Shaheen Shah Afridi,2,1.0,0.0,2.0,2.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2020-11-01,2020-12-01
Faheem Ashraf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2020-11-01,2020-12-01
Haris Rauf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2020-11-01,2020-12-01
Imad Wasim,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2020-11-01,2020-12-01
SPD Smith,2,2.0,0.0,209.0,105.0,104.5,130.0,160.76,2.0,0.0,0.0,25.0,6.0,Australia,2020-11-01,2020-12-01
AJ Finch,2,2.0,0.0,174.0,114.0,87.0,193.0,90.15,1.0,1.0,0.0,15.0,3.0,Australia,2020-11-01,2020-12-01
DA Warner,2,2.0,0.0,152.0,83.0,76.0,153.0,99.34,0.0,2.0,0.0,13.0,3.0,Australia,2020-11-01,2020-12-01
GJ Maxwell,2,2.0,1.0,108.0,63.0,108.0,48.0,225.0,0.0,1.0,0.0,9.0,7.0,Australia,2020-11-01,2020-12-01
M Labuschagne,2,2.0,0.0,72.0,70.0,36.0,63.0,114.28,0.0,1.0,0.0,5.0,0.0,Australia,2020-11-01,2020-12-01
AT Carey,2,1.0,1.0,17.0,17.0,0.0,13.0,130.76,0.0,0.0,0.0,2.0,0.0,Australia,2020-11-01,2020-12-01
MC Henriques,1,1.0,1.0,2.0,2.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,Australia,2020-11-01,2020-12-01
PJ Cummins,2,1.0,1.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,Australia,2020-11-01,2020-12-01
MP Stoinis,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Australia,2020-11-01,2020-12-01
JR Hazlewood,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia,2020-11-01,2020-12-01
MA Starc,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia,2020-11-01,2020-12-01
A Zampa,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia,2020-11-01,2020-12-01
HH Pandya,1,1.0,1.0,92.0,92.0,0.0,76.0,121.05,0.0,1.0,0.0,7.0,1.0,India,2020-12-01,2021-01-01
RA Jadeja,1,1.0,1.0,66.0,66.0,0.0,50.0,132.0,0.0,1.0,0.0,5.0,3.0,India,2020-12-01,2021-01-01
V Kohli,1,1.0,0.0,63.0,63.0,63.0,78.0,80.76,0.0,1.0,0.0,5.0,0.0,India,2020-12-01,2021-01-01
Shubman Gill,1,1.0,0.0,33.0,33.0,33.0,39.0,84.61,0.0,0.0,0.0,3.0,1.0,India,2020-12-01,2021-01-01
SS Iyer,1,1.0,0.0,19.0,19.0,19.0,21.0,90.47,0.0,0.0,0.0,2.0,0.0,India,2020-12-01,2021-01-01
S Dhawan,1,1.0,0.0,16.0,16.0,16.0,27.0,59.25,0.0,0.0,0.0,2.0,0.0,India,2020-12-01,2021-01-01
KL Rahul,1,1.0,0.0,5.0,5.0,5.0,11.0,45.45,0.0,0.0,0.0,0.0,0.0,India,2020-12-01,2021-01-01
JJ Bumrah,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2020-12-01,2021-01-01
Kuldeep Yadav,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2020-12-01,2021-01-01
T Natarajan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2020-12-01,2021-01-01
SN Thakur,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2020-12-01,2021-01-01
AJ Finch,1,1.0,0.0,75.0,75.0,75.0,82.0,91.46,0.0,1.0,0.0,7.0,3.0,Australia,2020-12-01,2021-01-01
GJ Maxwell,1,1.0,0.0,59.0,59.0,59.0,38.0,155.26,0.0,1.0,0.0,3.0,4.0,Australia,2020-12-01,2021-01-01
AT Carey,1,1.0,0.0,38.0,38.0,38.0,42.0,90.47,0.0,0.0,0.0,4.0,0.0,Australia,2020-12-01,2021-01-01
AC Agar,1,1.0,0.0,28.0,28.0,28.0,28.0,100.0,0.0,0.0,0.0,2.0,0.0,Australia,2020-12-01,2021-01-01
MC Henriques,1,1.0,0.0,22.0,22.0,22.0,31.0,70.96,0.0,0.0,0.0,3.0,0.0,Australia,2020-12-01,2021-01-01
C Green,1,1.0,0.0,21.0,21.0,21.0,27.0,77.77,0.0,0.0,0.0,1.0,1.0,Australia,2020-12-01,2021-01-01
JR Hazlewood,1,1.0,1.0,7.0,7.0,0.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,Australia,2020-12-01,2021-01-01
M Labuschagne,1,1.0,0.0,7.0,7.0,7.0,13.0,53.84,0.0,0.0,0.0,1.0,0.0,Australia,2020-12-01,2021-01-01
SPD Smith,1,1.0,0.0,7.0,7.0,7.0,15.0,46.66,0.0,0.0,0.0,0.0,0.0,Australia,2020-12-01,2021-01-01
SA Abbott,1,1.0,0.0,4.0,4.0,4.0,9.0,44.44,0.0,0.0,0.0,0.0,0.0,Australia,2020-12-01,2021-01-01
A Zampa,1,1.0,0.0,4.0,4.0,4.0,7.0,57.14,0.0,0.0,0.0,0.0,0.0,Australia,2020-12-01,2021-01-01
Tamim Iqbal,3,3.0,0.0,158.0,64.0,52.66,225.0,70.22,0.0,2.0,0.0,13.0,2.0,Bangladesh,2021-01-01,2021-02-01
Shakib Al Hasan,3,3.0,1.0,113.0,51.0,56.5,174.0,64.94,0.0,1.0,0.0,8.0,0.0,Bangladesh,2021-01-01,2021-02-01
Mushfiqur Rahim,3,3.0,2.0,92.0,64.0,92.0,111.0,82.88,0.0,1.0,0.0,5.0,2.0,Bangladesh,2021-01-01,2021-02-01
Mahmudullah,3,2.0,2.0,73.0,64.0,0.0,59.0,123.72,0.0,1.0,0.0,4.0,3.0,Bangladesh,2021-01-01,2021-02-01
Najmul Hossain Shanto,3,3.0,0.0,38.0,20.0,12.66,65.0,58.46,0.0,0.0,0.0,5.0,0.0,Bangladesh,2021-01-01,2021-02-01
Litton Das,3,3.0,0.0,36.0,22.0,12.0,66.0,54.54,0.0,0.0,1.0,6.0,0.0,Bangladesh,2021-01-01,2021-02-01
Soumya Sarkar,3,1.0,0.0,7.0,7.0,7.0,8.0,87.5,0.0,0.0,0.0,0.0,0.0,Bangladesh,2021-01-01,2021-02-01
Mohammad Saifuddin,1,1.0,1.0,5.0,5.0,0.0,2.0,250.0,0.0,0.0,0.0,1.0,0.0,Bangladesh,2021-01-01,2021-02-01
Hasan Mahmud,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2021-01-01,2021-02-01
Mehidy Hasan Miraz,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2021-01-01,2021-02-01
Mustafizur Rahman,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2021-01-01,2021-02-01
Rubel Hossain,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2021-01-01,2021-02-01
Taskin Ahmed,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2021-01-01,2021-02-01
Rahmanullah Gurbaz,3,3.0,0.0,180.0,127.0,60.0,163.0,110.42,1.0,0.0,0.0,15.0,12.0,Afghanistan,2021-01-01,2021-02-01
Rahmat Shah,3,3.0,1.0,108.0,103.0,54.0,127.0,85.03,1.0,0.0,0.0,10.0,2.0,Afghanistan,2021-01-01,2021-02-01
Rashid Khan,3,2.0,0.0,103.0,55.0,51.5,70.0,147.14,0.0,1.0,0.0,5.0,8.0,Afghanistan,2021-01-01,2021-02-01
Hashmatullah Shahidi,2,2.0,0.0,92.0,82.0,46.0,125.0,73.6,0.0,1.0,0.0,8.0,1.0,Afghanistan,2021-01-01,2021-02-01
Javed Ahmadi,3,3.0,0.0,73.0,38.0,24.33,89.0,82.02,0.0,0.0,0.0,7.0,3.0,Afghanistan,2021-01-01,2021-02-01
Asghar Afghan,3,3.0,1.0,68.0,41.0,34.0,99.0,68.68,0.0,0.0,0.0,5.0,3.0,Afghanistan,2021-01-01,2021-02-01
Gulbadin Naib,3,2.0,0.0,38.0,36.0,19.0,56.0,67.85,0.0,0.0,0.0,3.0,1.0,Afghanistan,2021-01-01,2021-02-01
Mohammad Nabi,3,2.0,0.0,35.0,32.0,17.5,61.0,57.37,0.0,0.0,0.0,3.0,1.0,Afghanistan,2021-01-01,2021-02-01
Najibullah Zadran,3,2.0,0.0,29.0,29.0,14.5,45.0,64.44,0.0,0.0,1.0,1.0,1.0,Afghanistan,2021-01-01,2021-02-01
Mujeeb Ur Rahman,3,2.0,2.0,19.0,18.0,0.0,20.0,95.0,0.0,0.0,0.0,2.0,0.0,Afghanistan,2021-01-01,2021-02-01
Naveen-ul-Haq,3,2.0,2.0,12.0,10.0,0.0,8.0,150.0,0.0,0.0,0.0,2.0,0.0,Afghanistan,2021-01-01,2021-02-01
Azmatullah Omarzai,1,1.0,0.0,2.0,2.0,2.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,2021-01-01,2021-02-01
KL Rahul,3,3.0,1.0,177.0,108.0,88.5,175.0,101.14,1.0,1.0,0.0,11.0,6.0,India,2021-03-01,2021-04-01
S Dhawan,3,3.0,0.0,169.0,98.0,56.33,179.0,94.41,0.0,2.0,0.0,21.0,2.0,India,2021-03-01,2021-04-01
RR Pant,2,2.0,0.0,155.0,78.0,77.5,102.0,151.96,0.0,2.0,0.0,8.0,11.0,India,2021-03-01,2021-04-01
V Kohli,3,3.0,0.0,129.0,66.0,43.0,149.0,86.57,0.0,2.0,0.0,10.0,1.0,India,2021-03-01,2021-04-01
HH Pandya,3,3.0,0.0,100.0,64.0,33.33,69.0,144.92,0.0,1.0,0.0,6.0,8.0,India,2021-03-01,2021-04-01
KH Pandya,3,3.0,2.0,95.0,58.0,95.0,74.0,128.37,0.0,1.0,0.0,8.0,2.0,India,2021-03-01,2021-04-01
RG Sharma,3,3.0,0.0,90.0,37.0,30.0,104.0,86.53,0.0,0.0,0.0,15.0,0.0,India,2021-03-01,2021-04-01
SN Thakur,3,2.0,1.0,30.0,30.0,30.0,21.0,142.85,0.0,0.0,0.0,1.0,3.0,India,2021-03-01,2021-04-01
SS Iyer,1,1.0,0.0,6.0,6.0,6.0,9.0,66.66,0.0,0.0,0.0,1.0,0.0,India,2021-03-01,2021-04-01
B Kumar,3,1.0,0.0,3.0,3.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,India,2021-03-01,2021-04-01
T Natarajan,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2021-03-01,2021-04-01
M Prasidh Krishna,3,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,India,2021-03-01,2021-04-01
Kuldeep Yadav,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2021-03-01,2021-04-01
Mahmudullah,3,3.0,1.0,119.0,76.0,59.5,145.0,82.06,0.0,1.0,0.0,8.0,5.0,Bangladesh,2021-03-01,2021-04-01
Tamim Iqbal,3,3.0,0.0,92.0,78.0,30.66,132.0,69.69,0.0,1.0,0.0,12.0,1.0,Bangladesh,2021-03-01,2021-04-01
Mohammad Mithun,3,3.0,1.0,88.0,73.0,44.0,123.0,71.54,0.0,1.0,0.0,7.0,2.0,Bangladesh,2021-03-01,2021-04-01
Mushfiqur Rahim,3,3.0,0.0,78.0,34.0,26.0,152.0,51.31,0.0,0.0,0.0,6.0,0.0,Bangladesh,2021-03-01,2021-04-01
Litton Das,3,3.0,0.0,40.0,21.0,13.33,61.0,65.57,0.0,0.0,1.0,4.0,0.0,Bangladesh,2021-03-01,2021-04-01
Soumya Sarkar,3,3.0,0.0,33.0,32.0,11.0,55.0,60.0,0.0,0.0,1.0,3.0,1.0,Bangladesh,2021-03-01,2021-04-01
Mahedi Hasan,3,3.0,0.0,24.0,14.0,8.0,33.0,72.72,0.0,0.0,0.0,1.0,2.0,Bangladesh,2021-03-01,2021-04-01
Taskin Ahmed,3,2.0,0.0,19.0,10.0,9.5,56.0,33.92,0.0,0.0,0.0,3.0,0.0,Bangladesh,2021-03-01,2021-04-01
Mohammad Saifuddin,1,1.0,1.0,7.0,7.0,0.0,4.0,175.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2021-03-01,2021-04-01
Rubel Hossain,1,1.0,0.0,4.0,4.0,4.0,28.0,14.28,0.0,0.0,0.0,0.0,0.0,Bangladesh,2021-03-01,2021-04-01
Hasan Mahmud,1,1.0,0.0,1.0,1.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2021-03-01,2021-04-01
Mehidy Hasan Miraz,3,2.0,0.0,1.0,1.0,0.5,12.0,8.33,0.0,0.0,1.0,0.0,0.0,Bangladesh,2021-03-01,2021-04-01
Mustafizur Rahman,3,2.0,1.0,1.0,1.0,1.0,4.0,25.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,2021-03-01,2021-04-01
DP Conway,3,3.0,0.0,225.0,126.0,75.0,255.0,88.23,1.0,1.0,0.0,26.0,0.0,New Zealand,2021-03-01,2021-04-01
TWM Latham,3,2.0,1.0,128.0,110.0,128.0,141.0,90.78,1.0,0.0,0.0,11.0,0.0,New Zealand,2021-03-01,2021-04-01
DJ Mitchell,3,2.0,2.0,112.0,100.0,0.0,98.0,114.28,1.0,0.0,0.0,11.0,2.0,New Zealand,2021-03-01,2021-04-01
MJ Guptill,3,3.0,0.0,84.0,38.0,28.0,71.0,118.3,0.0,0.0,0.0,8.0,5.0,New Zealand,2021-03-01,2021-04-01
HM Nicholls,3,3.0,1.0,80.0,49.0,40.0,92.0,86.95,0.0,0.0,0.0,9.0,0.0,New Zealand,2021-03-01,2021-04-01
JDS Neesham,3,2.0,0.0,34.0,30.0,17.0,38.0,89.47,0.0,0.0,0.0,2.0,0.0,New Zealand,2021-03-01,2021-04-01
WA Young,2,2.0,1.0,12.0,11.0,12.0,13.0,92.3,0.0,0.0,0.0,2.0,0.0,New Zealand,2021-03-01,2021-04-01
LRPL Taylor,1,1.0,0.0,7.0,7.0,7.0,14.0,50.0,0.0,0.0,0.0,1.0,0.0,New Zealand,2021-03-01,2021-04-01
MJ Santner,3,1.0,1.0,3.0,3.0,0.0,1.0,300.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2021-03-01,2021-04-01
TA Boult,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2021-03-01,2021-04-01
MJ Henry,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2021-03-01,2021-04-01
KA Jamieson,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2021-03-01,2021-04-01
JM Bairstow,3,3.0,0.0,219.0,124.0,73.0,182.0,120.32,1.0,1.0,0.0,17.0,14.0,England,2021-03-01,2021-04-01
BA Stokes,3,3.0,0.0,135.0,99.0,45.0,102.0,132.35,0.0,1.0,0.0,8.0,11.0,England,2021-03-01,2021-04-01
JJ Roy,3,3.0,0.0,115.0,55.0,38.33,93.0,123.65,0.0,1.0,0.0,17.0,2.0,England,2021-03-01,2021-04-01
SM Curran,3,2.0,1.0,107.0,95.0,107.0,103.0,103.88,0.0,1.0,0.0,10.0,3.0,England,2021-03-01,2021-04-01
DJ Malan,2,2.0,1.0,66.0,50.0,66.0,73.0,90.41,0.0,1.0,0.0,7.0,0.0,England,2021-03-01,2021-04-01
LS Livingstone,2,2.0,1.0,63.0,36.0,63.0,52.0,121.15,0.0,0.0,0.0,5.0,3.0,England,2021-03-01,2021-04-01
MM Ali,3,2.0,0.0,59.0,30.0,29.5,62.0,95.16,0.0,0.0,0.0,4.0,3.0,England,2021-03-01,2021-04-01
EJG Morgan,1,1.0,0.0,22.0,22.0,22.0,30.0,73.33,0.0,0.0,0.0,1.0,1.0,England,2021-03-01,2021-04-01
AU Rashid,3,2.0,0.0,19.0,19.0,9.5,27.0,70.37,0.0,0.0,1.0,2.0,0.0,England,2021-03-01,2021-04-01
SW Billings,1,1.0,0.0,18.0,18.0,18.0,22.0,81.81,0.0,0.0,0.0,1.0,0.0,England,2021-03-01,2021-04-01
JC Buttler,3,3.0,0.0,17.0,15.0,5.66,25.0,68.0,0.0,0.0,1.0,2.0,0.0,England,2021-03-01,2021-04-01
MA Wood,2,2.0,1.0,16.0,14.0,16.0,28.0,57.14,0.0,0.0,0.0,1.0,0.0,England,2021-03-01,2021-04-01
TK Curran,2,1.0,0.0,11.0,11.0,11.0,16.0,68.75,0.0,0.0,0.0,1.0,0.0,England,2021-03-01,2021-04-01
RJW Topley,2,1.0,1.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,England,2021-03-01,2021-04-01
Fakhar Zaman,3,3.0,0.0,302.0,193.0,100.66,271.0,111.43,2.0,0.0,0.0,28.0,13.0,Pakistan,2021-04-01,2021-05-01
Babar Azam,3,3.0,0.0,228.0,103.0,76.0,219.0,104.1,1.0,1.0,0.0,30.0,3.0,Pakistan,2021-04-01,2021-05-01
Imam-ul-Haq,3,3.0,0.0,132.0,70.0,44.0,163.0,80.98,0.0,2.0,0.0,7.0,1.0,Pakistan,2021-04-01,2021-05-01
Shadab Khan,2,2.0,0.0,46.0,33.0,23.0,53.0,86.79,0.0,0.0,0.0,3.0,1.0,Pakistan,2021-04-01,2021-05-01
Mohammad Rizwan,3,3.0,0.0,42.0,40.0,14.0,61.0,68.85,0.0,0.0,1.0,4.0,0.0,Pakistan,2021-04-01,2021-05-01
Hasan Ali,1,1.0,1.0,32.0,32.0,0.0,11.0,290.9,0.0,0.0,0.0,1.0,4.0,Pakistan,2021-04-01,2021-05-01
Asif Ali,2,2.0,0.0,21.0,19.0,10.5,34.0,61.76,0.0,0.0,0.0,2.0,0.0,Pakistan,2021-04-01,2021-05-01
Faheem Ashraf,3,3.0,1.0,17.0,11.0,8.5,24.0,70.83,0.0,0.0,0.0,1.0,0.0,Pakistan,2021-04-01,2021-05-01
