Player,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Team,Start Date,End Date
JJ Bumrah,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2020-11-01,2020-12-01
YS Chahal,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2020-11-01,2020-12-01
SS Iyer,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2020-11-01,2020-12-01
HH Pandya,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2020-11-01,2020-12-01
NA Saini,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2020-11-01,2020-12-01
Iftikhar Ahmed,2,2.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),1.0,Pakistan,2020-11-01,2020-12-01
Mohammad Rizwan,2,2.0,2.0,2.0,0.0,2.0,0.0,1 (1ct 0st),1.0,Pakistan,2020-11-01,2020-12-01
Haider Ali,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2020-11-01,2020-12-01
Imam-ul-Haq,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2020-11-01,2020-12-01
Khushdil Shah,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Pakistan,2020-11-01,2020-12-01
Mohammad Hasnain,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Pakistan,2020-11-01,2020-12-01
Shaheen Shah Afridi,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2020-11-01,2020-12-01
Abid Ali,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2020-11-01,2020-12-01
Babar Azam,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2020-11-01,2020-12-01
Faheem Ashraf,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2020-11-01,2020-12-01
Fakhar Zaman,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2020-11-01,2020-12-01
Haris Rauf,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2020-11-01,2020-12-01
Imad Wasim,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2020-11-01,2020-12-01
Muhammad Musa,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2020-11-01,2020-12-01
Wahab Riaz,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2020-11-01,2020-12-01
MA Starc,2,2.0,4.0,4.0,0.0,0.0,4.0,3 (3ct 0st),2.0,Australia,2020-11-01,2020-12-01
GJ Maxwell,2,2.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.5,Australia,2020-11-01,2020-12-01
SPD Smith,2,2.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.5,Australia,2020-11-01,2020-12-01
AT Carey,2,2.0,2.0,2.0,0.0,2.0,0.0,1 (1ct 0st),1.0,Australia,2020-11-01,2020-12-01
AJ Finch,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2020-11-01,2020-12-01
JR Hazlewood,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2020-11-01,2020-12-01
MC Henriques,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Australia,2020-11-01,2020-12-01
PJ Cummins,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2020-11-01,2020-12-01
M Labuschagne,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2020-11-01,2020-12-01
MP Stoinis,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2020-11-01,2020-12-01
DA Warner,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2020-11-01,2020-12-01
A Zampa,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2020-11-01,2020-12-01
S Dhawan,1,1.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),2.0,India,2020-12-01,2021-01-01
KL Rahul,1,1.0,2.0,2.0,0.0,2.0,0.0,2 (2ct 0st),2.0,India,2020-12-01,2021-01-01
RA Jadeja,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,India,2020-12-01,2021-01-01
Kuldeep Yadav,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,India,2020-12-01,2021-01-01
JJ Bumrah,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2020-12-01,2021-01-01
SS Iyer,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2020-12-01,2021-01-01
V Kohli,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2020-12-01,2021-01-01
T Natarajan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2020-12-01,2021-01-01
HH Pandya,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2020-12-01,2021-01-01
Shubman Gill,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2020-12-01,2021-01-01
SN Thakur,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2020-12-01,2021-01-01
AC Agar,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Australia,2020-12-01,2021-01-01
AT Carey,1,1.0,1.0,1.0,0.0,1.0,0.0,1 (1ct 0st),1.0,Australia,2020-12-01,2021-01-01
M Labuschagne,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Australia,2020-12-01,2021-01-01
SA Abbott,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2020-12-01,2021-01-01
AJ Finch,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2020-12-01,2021-01-01
C Green,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2020-12-01,2021-01-01
JR Hazlewood,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2020-12-01,2021-01-01
MC Henriques,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2020-12-01,2021-01-01
GJ Maxwell,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2020-12-01,2021-01-01
SPD Smith,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2020-12-01,2021-01-01
A Zampa,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2020-12-01,2021-01-01
Mushfiqur Rahim,3,3.0,7.0,5.0,2.0,5.0,0.0,4 (4ct 0st),2.333,Bangladesh,2021-01-01,2021-02-01
Litton Das,3,3.0,4.0,4.0,0.0,0.0,4.0,3 (3ct 0st),1.333,Bangladesh,2021-01-01,2021-02-01
Mehidy Hasan Miraz,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2021-01-01,2021-02-01
Tamim Iqbal,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2021-01-01,2021-02-01
Taskin Ahmed,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Bangladesh,2021-01-01,2021-02-01
Hasan Mahmud,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-01-01,2021-02-01
Mahmudullah,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-01-01,2021-02-01
Mohammad Saifuddin,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-01-01,2021-02-01
Mustafizur Rahman,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-01-01,2021-02-01
Najmul Hossain Shanto,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-01-01,2021-02-01
Rubel Hossain,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-01-01,2021-02-01
Shakib Al Hasan,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-01-01,2021-02-01
Soumya Sarkar,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-01-01,2021-02-01
Gulbadin Naib,3,3.0,4.0,4.0,0.0,0.0,4.0,3 (3ct 0st),1.333,Afghanistan,2021-01-01,2021-02-01
Rahmanullah Gurbaz,3,3.0,4.0,2.0,2.0,2.0,0.0,2 (0ct 2st),1.333,Afghanistan,2021-01-01,2021-02-01
Rashid Khan,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,Afghanistan,2021-01-01,2021-02-01
Hashmatullah Shahidi,2,2.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),1.0,Afghanistan,2021-01-01,2021-02-01
Azmatullah Omarzai,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Afghanistan,2021-01-01,2021-02-01
Mohammad Nabi,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Afghanistan,2021-01-01,2021-02-01
Asghar Afghan,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2021-01-01,2021-02-01
Javed Ahmadi,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2021-01-01,2021-02-01
Mujeeb Ur Rahman,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2021-01-01,2021-02-01
Najibullah Zadran,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2021-01-01,2021-02-01
Naveen-ul-Haq,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2021-01-01,2021-02-01
Rahmat Shah,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2021-01-01,2021-02-01
V Kohli,3,3.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),1.0,India,2021-03-01,2021-04-01
KL Rahul,3,3.0,3.0,3.0,0.0,3.0,0.0,3 (3ct 0st),1.0,India,2021-03-01,2021-04-01
S Dhawan,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2021-03-01,2021-04-01
Kuldeep Yadav,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,India,2021-03-01,2021-04-01
B Kumar,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2021-03-01,2021-04-01
HH Pandya,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2021-03-01,2021-04-01
RR Pant,2,2.0,1.0,1.0,0.0,1.0,0.0,1 (1ct 0st),0.5,India,2021-03-01,2021-04-01
RG Sharma,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2021-03-01,2021-04-01
SN Thakur,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2021-03-01,2021-04-01
SS Iyer,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2021-03-01,2021-04-01
T Natarajan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2021-03-01,2021-04-01
KH Pandya,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2021-03-01,2021-04-01
M Prasidh Krishna,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2021-03-01,2021-04-01
Litton Das,3,3.0,3.0,3.0,0.0,0.0,3.0,3 (3ct 0st),1.0,Bangladesh,2021-03-01,2021-04-01
Mushfiqur Rahim,3,3.0,2.0,2.0,0.0,2.0,0.0,1 (1ct 0st),0.666,Bangladesh,2021-03-01,2021-04-01
Mahmudullah,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2021-03-01,2021-04-01
Mehidy Hasan Miraz,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2021-03-01,2021-04-01
Mustafizur Rahman,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2021-03-01,2021-04-01
Soumya Sarkar,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2021-03-01,2021-04-01
Hasan Mahmud,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-03-01,2021-04-01
Mahedi Hasan,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-03-01,2021-04-01
Mohammad Mithun,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-03-01,2021-04-01
Mohammad Saifuddin,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-03-01,2021-04-01
Rubel Hossain,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-03-01,2021-04-01
Tamim Iqbal,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-03-01,2021-04-01
Taskin Ahmed,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-03-01,2021-04-01
TWM Latham,3,3.0,4.0,3.0,1.0,3.0,0.0,3 (3ct 0st),1.333,New Zealand,2021-03-01,2021-04-01
TA Boult,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,New Zealand,2021-03-01,2021-04-01
DP Conway,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,New Zealand,2021-03-01,2021-04-01
HM Nicholls,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,New Zealand,2021-03-01,2021-04-01
MJ Santner,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,New Zealand,2021-03-01,2021-04-01
MJ Guptill,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,New Zealand,2021-03-01,2021-04-01
JDS Neesham,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,New Zealand,2021-03-01,2021-04-01
WA Young,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,New Zealand,2021-03-01,2021-04-01
MJ Henry,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2021-03-01,2021-04-01
KA Jamieson,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2021-03-01,2021-04-01
DJ Mitchell,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2021-03-01,2021-04-01
LRPL Taylor,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2021-03-01,2021-04-01
JC Buttler,3,3.0,4.0,4.0,0.0,4.0,0.0,2 (2ct 0st),1.333,England,2021-03-01,2021-04-01
JJ Roy,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,England,2021-03-01,2021-04-01
MM Ali,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,England,2021-03-01,2021-04-01
AU Rashid,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,England,2021-03-01,2021-04-01
JM Bairstow,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,England,2021-03-01,2021-04-01
SM Curran,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,England,2021-03-01,2021-04-01
EJG Morgan,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,England,2021-03-01,2021-04-01
BA Stokes,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,England,2021-03-01,2021-04-01
RJW Topley,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,England,2021-03-01,2021-04-01
SW Billings,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2021-03-01,2021-04-01
TK Curran,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2021-03-01,2021-04-01
LS Livingstone,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2021-03-01,2021-04-01
DJ Malan,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2021-03-01,2021-04-01
MA Wood,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2021-03-01,2021-04-01
Faheem Ashraf,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,Pakistan,2021-04-01,2021-05-01
Sarfaraz Ahmed,1,1.0,3.0,3.0,0.0,3.0,0.0,3 (3ct 0st),3.0,Pakistan,2021-04-01,2021-05-01
Babar Azam,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Pakistan,2021-04-01,2021-05-01
Mohammad Rizwan,3,3.0,2.0,2.0,0.0,2.0,0.0,2 (2ct 0st),0.666,Pakistan,2021-04-01,2021-05-01
Asif Ali,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2021-04-01,2021-05-01
Haris Rauf,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2021-04-01,2021-05-01
Shadab Khan,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2021-04-01,2021-05-01
Shaheen Shah Afridi,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2021-04-01,2021-05-01
Usman Qadir,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Pakistan,2021-04-01,2021-05-01
Danish Aziz,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2021-04-01,2021-05-01
Fakhar Zaman,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2021-04-01,2021-05-01
Hasan Ali,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2021-04-01,2021-05-01
Imam-ul-Haq,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2021-04-01,2021-05-01
Mohammad Hasnain,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2021-04-01,2021-05-01
Mohammad Nawaz (3),1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2021-04-01,2021-05-01
Q de Kock,2,2.0,4.0,4.0,0.0,4.0,0.0,2 (2ct 0st),2.0,South Africa,2021-04-01,2021-05-01
H Klaasen,3,3.0,3.0,2.0,1.0,1.0,1.0,2 (1ct 1st),1.0,South Africa,2021-04-01,2021-05-01
AK Markram,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,South Africa,2021-04-01,2021-05-01
K Rabada,2,2.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.5,South Africa,2021-04-01,2021-05-01
T Bavuma,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,South Africa,2021-04-01,2021-05-01
K Verreynne,1,1.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),2.0,South Africa,2021-04-01,2021-05-01
AL Phehlukwayo,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,South Africa,2021-04-01,2021-05-01
JT Smuts,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,South Africa,2021-04-01,2021-05-01
HE van der Dussen,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,South Africa,2021-04-01,2021-05-01
DM Dupavillon,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2021-04-01,2021-05-01
BE Hendricks,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2021-04-01,2021-05-01
KA Maharaj,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2021-04-01,2021-05-01
JN Malan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2021-04-01,2021-05-01
DA Miller,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2021-04-01,2021-05-01
L Ngidi,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2021-04-01,2021-05-01
A Nortje,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2021-04-01,2021-05-01
T Shamsi,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2021-04-01,2021-05-01
L Sipamla,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2021-04-01,2021-05-01
Mehidy Hasan Miraz,3,3.0,4.0,4.0,0.0,0.0,4.0,3 (3ct 0st),1.333,Bangladesh,2021-05-01,2021-06-01
Tamim Iqbal,3,3.0,4.0,4.0,0.0,0.0,4.0,3 (3ct 0st),1.333,Bangladesh,2021-05-01,2021-06-01
Mahmudullah,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,Bangladesh,2021-05-01,2021-06-01
Afif Hossain,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,Bangladesh,2021-05-01,2021-06-01
Mohammad Saifuddin,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Bangladesh,2021-05-01,2021-06-01
Mushfiqur Rahim,3,3.0,1.0,1.0,0.0,1.0,0.0,1 (1ct 0st),0.333,Bangladesh,2021-05-01,2021-06-01
Shakib Al Hasan,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2021-05-01,2021-06-01
Litton Das,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-05-01,2021-06-01
Mohammad Mithun,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-05-01,2021-06-01
Mohammad Naim,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-05-01,2021-06-01
Mosaddek Hossain,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-05-01,2021-06-01
Mustafizur Rahman,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-05-01,2021-06-01
Shoriful Islam,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-05-01,2021-06-01
Taskin Ahmed,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2021-05-01,2021-06-01
JE Root,2,2.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.5,England,2021-06-01,2021-07-01
MM Ali,2,2.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),1.0,England,2021-06-01,2021-07-01
JM Bairstow,2,2.0,2.0,2.0,0.0,2.0,0.0,1 (1ct 0st),1.0,England,2021-06-01,2021-07-01
SW Billings,2,2.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),1.0,England,2021-06-01,2021-07-01
SM Curran,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,England,2021-06-01,2021-07-01
LS Livingstone,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,England,2021-06-01,2021-07-01
AU Rashid,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,England,2021-06-01,2021-07-01
TK Curran,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2021-06-01,2021-07-01
EJG Morgan,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2021-06-01,2021-07-01
JJ Roy,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2021-06-01,2021-07-01
DJ Willey,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2021-06-01,2021-07-01
CR Woakes,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2021-06-01,2021-07-01
MA Wood,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2021-06-01,2021-07-01
S Dhawan,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,India,2021-07-01,2021-08-01
MK Pandey,3,3.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),1.0,India,2021-07-01,2021-08-01
Ishan Kishan,2,2.0,2.0,2.0,0.0,2.0,0.0,1 (1ct 0st),1.0,India,2021-07-01,2021-08-01
C Sakariya,1,1.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),2.0,India,2021-07-01,2021-08-01
PP Shaw,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,India,2021-07-01,2021-08-01
DL Chahar,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,India,2021-07-01,2021-08-01
K Gowtham,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,India,2021-07-01,2021-08-01
B Kumar,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,India,2021-07-01,2021-08-01
HH Pandya,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2021-07-01,2021-08-01
KH Pandya,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,India,2021-07-01,2021-08-01
SV Samson,1,1.0,1.0,0.0,1.0,0.0,0.0,1 (0ct 1st),1.0,India,2021-07-01,2021-08-01
YS Chahal,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2021-07-01,2021-08-01
RD Chahar,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2021-07-01,2021-08-01
Kuldeep Yadav,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2021-07-01,2021-08-01
N Rana,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2021-07-01,2021-08-01
NA Saini,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2021-07-01,2021-08-01
SA Yadav,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2021-07-01,2021-08-01
Mohammad Rizwan,3,3.0,3.0,3.0,0.0,3.0,0.0,2 (2ct 0st),1.0,Pakistan,2021-07-01,2021-08-01
Fakhar Zaman,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Pakistan,2021-07-01,2021-08-01
Shadab Khan,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Pakistan,2021-07-01,2021-08-01
Babar Azam,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2021-07-01,2021-08-01
Haris Rauf,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2021-07-01,2021-08-01
Sohaib Maqsood,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2021-07-01,2021-08-01
Faheem Ashraf,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2021-07-01,2021-08-01
Hasan Ali,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2021-07-01,2021-08-01
Imam-ul-Haq,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2021-07-01,2021-08-01
Saud Shakeel,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2021-07-01,2021-08-01
Shaheen Shah Afridi,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2021-07-01,2021-08-01
Litton Das,3,3.0,3.0,3.0,0.0,2.0,1.0,2 (2ct 0st),1.0,Bangladesh,2021-07-01,2021-08-01
